"","Sim","trued_01","trued_11","trued_00","trued_10","trued_sp","adace_mean_starplusA","adace_se_starplusA","adace_res1_starplusA","adace_res0_starplusA","adace_se_res1_starplusA","adace_se_res0_starplusA","adace_mean_starplusB","adace_se_starplusB","adace_res1_starplusB","adace_res0_starplusB","adace_se_res1_starplusB","adace_se_res0_starplusB","adace_mean_plusplusA","adace_se_plusplusA","adace_res1_plusplusA","adace_res0_plusplusA","adace_se_res1_plusplusA","adace_se_res0_plusplusA","adace_mean_plusplusB","adace_se_plusplusB","adace_res1_plusplusB","adace_res0_plusplusB","adace_se_res1_plusplusB","adace_se_res0_plusplusB"
"1",1,-1.08148148148148,-0.208604651162791,0.381,2.36729166666667,1.07188405797101,0.82572790087562,0.345444002388667,1.41226277372263,0.586534872847008,0.24919131957711,0.268099051457381,0.524991166580169,0.350517123855488,1.41226277372263,0.887271607142459,0.24919131957711,0.258911369911096,0.54138383798711,0.362747823251975,1.39887617146056,0.85749233347345,0.254817102176276,0.283475141643171,0.301703393953921,0.375022186413021,1.54845151646979,1.24674812251586,0.261567013545376,0.279930052783419
"2",2,-1.00136363636364,0.186369863013699,0.262692998204668,1.82580392156863,0.753571428571429,0.463915801927273,0.198242372538317,1.69927184466019,1.23535604273292,0.157643478619112,0.143682283680198,0.218409577062067,0.217596537386815,1.69927184466019,1.48086226759813,0.157643478619112,0.172954518005784,0.396473307544264,0.222443289826196,1.86086690657306,1.4643935990288,0.173470742086135,0.148638120739004,0.147636835466831,0.217400503859176,1.87032850085986,1.72269166539303,0.164148081727034,0.150486719123091
"3",3,-1.11013100436681,0.329766081871345,0.235796064400716,2.25854771784232,0.84515,0.337048802272963,0.200660796206381,1.35986979166667,1.0228209893937,0.155518933968244,0.153030734977121,-0.0237316532294708,0.229336137371135,1.35986979166667,1.38360144489614,0.155518933968244,0.185424238405328,0.246030883363769,0.218159756562318,1.58081173573525,1.33478085237148,0.164118792642735,0.157488961476216,-0.0649846631550917,0.22112333706162,1.57096127111822,1.63594593427331,0.159386000012663,0.161957422379708
"4",4,-1.3605306122449,0.4365625,0.401844106463878,2.06613382899628,0.964981132075472,0.96096896250206,0.206988515592357,1.77890339425587,0.817934431753815,0.153692916358538,0.156736526361776,0.689592246349012,0.222695707110111,1.77890339425587,1.08931114790686,0.153692916358538,0.172524753664722,0.689422355553288,0.226733623147965,1.78170770937398,1.0922853538207,0.170846950249943,0.162127388488658,0.545941847821303,0.226539487210121,1.93359057700604,1.38764872918474,0.163633359444955,0.163058573616436
"5",5,-0.955450236966825,-0.1295625,0.294910071942446,2.00659340659341,0.858588661037394,0.435108294694606,0.19533021142768,1.66711217183771,1.2320038771431,0.149682596008071,0.150651803112699,0.432796712327535,0.209304999623647,1.66711217183771,1.23431545951017,0.149682596008071,0.161967614810463,0.153027324830294,0.216319239862585,1.66428068734574,1.51125336251545,0.158996075489341,0.160155048747435,0.247993986506912,0.221328280433248,1.86026038183763,1.61226639533072,0.15714437332624,0.162372695073126
"6",6,-1.3003829787234,0.606394557823129,0.185172413793103,1.90468164794007,0.746430317848411,0.430680357756636,0.200030019972735,1.79643229166667,1.36575193391003,0.161733566571164,0.148561279473019,0.442445621584136,0.220758359740231,1.79643229166667,1.35398667008253,0.161733566571164,0.169121261809132,-0.0724864435156232,0.21876525106111,1.61453278084214,1.68701922435776,0.160097272560364,0.160603900552379,0.435671083628123,0.218987763761441,2.04516436767635,1.60949328404822,0.168751342627995,0.147384023955015
"7",7,-1.26326271186441,0.623,0.23143109540636,2.30185483870968,0.862223587223587,0.986528818869291,0.202447275873506,1.86181818181818,0.875289362948891,0.152308052180476,0.155161383097,0.611172614629283,0.220520400667298,1.86181818181818,1.2506455671889,0.152308052180476,0.174599711359813,0.783453454883688,0.218767893792693,1.9517522990652,1.16829884418151,0.161393298765844,0.160141846865991,0.526974213816895,0.217851941824078,2.02972128384768,1.50274707003078,0.156921162366325,0.157928660987298
"8",8,-1.5018932038835,1.06519480519481,0.277560553633218,1.92114503816794,0.790202380952381,0.337694223750228,0.200239485689198,1.51990632318501,1.18221209943478,0.146102953283089,0.154096115871642,0.321980239584348,0.205698479194493,1.51990632318501,1.19792608360066,0.146102953283089,0.159732229490128,0.157148664062472,0.214430662757117,1.50313057030954,1.34598190624707,0.156243268817439,0.158418324520504,0.156476005940391,0.212333551010759,1.67515888475542,1.51868287881502,0.151368416584105,0.15466745330205
"9",9,-0.792764227642276,0.616225165562914,0.13519298245614,1.86304721030043,0.636550435865504,0.482047836655374,0.192431444928983,1.72371359223301,1.24166575557764,0.14677827009796,0.147669327444371,0.330579846575627,0.211124952115145,1.72371359223301,1.39313374565738,0.14677827009796,0.171381054487449,0.231134444277683,0.210983480289048,1.76686725055494,1.53573280627726,0.154631565461854,0.155108139361927,0.205851420034953,0.213150188883785,1.89121604784061,1.68536462780565,0.156489364436001,0.151091367137453
"10",10,-1.63326446280992,0.699314285714286,0.284822695035461,2.16625570776256,0.811047254150702,0.311078117479138,0.203786625139632,1.58868766404199,1.27760954656286,0.153381888493556,0.158967433533801,0.0653422369228124,0.235409065618498,1.58868766404199,1.52334542711918,0.153381888493556,0.198147442884944,0.0769671877107276,0.219082393775409,1.62384189559073,1.54687470788,0.157318519460883,0.166345142311196,0.0218673384886119,0.220554369559392,1.74536332484992,1.72349598636131,0.15970757797385,0.160969269423166
"11",11,-0.973723849372385,0.503120567375887,0.39122591943958,1.96168674698795,0.868109756097561,0.402512923905577,0.187310943022169,1.65245862884161,1.24994570493603,0.14200723766073,0.144122701625404,0.286267386030261,0.205393696846863,1.65245862884161,1.36619124281135,0.14200723766073,0.167737330147841,0.260947420758664,0.205329604916996,1.7012975570751,1.44035013631644,0.149915147301141,0.148480963661289,0.237310515614885,0.202182132928126,1.829512683055,1.59220216744012,0.144822437419869,0.14800455126328
"12",12,-1.58004273504274,0.553164556962025,0.440089928057554,1.91460317460317,0.899962871287129,0.377850568960042,0.195696789336776,1.56873762376238,1.19088705480233,0.14635371450178,0.149297525461384,0.243121692480361,0.214574235305863,1.56873762376238,1.32561593128202,0.14635371450178,0.173122413591858,0.107611719916709,0.212349436104621,1.48748393779176,1.37987221787505,0.155945849751053,0.156090518366732,0.117966670040024,0.212212308707304,1.68512399436341,1.56715732432338,0.152803349840856,0.154754792156546
"13",13,-1.21641860465116,-0.349011627906977,0.199655797101449,1.85137931034483,0.729913899138991,0.57496025230607,0.203881877680247,1.66676767676768,1.09180742446161,0.163283296522831,0.14801059614465,0.405238222706731,0.224765895306202,1.66676767676768,1.26152945406095,0.163283296522831,0.169793489167925,0.239274784677669,0.224561139185381,1.55813748730838,1.31886270263071,0.172245194354475,0.15619459939471,0.403277816391801,0.2213581573491,1.88795735212261,1.48467953573081,0.168653626888922,0.152054167074243
"14",14,-1.27758333333333,1.08793548387097,0.217262969588551,2.15219512195122,0.80855900621118,0.651021886629999,0.194688542523947,1.60032994923858,0.94930806260858,0.150912165487805,0.149493322380298,0.45119004143524,0.218454460462899,1.60032994923858,1.14913990780334,0.150912165487805,0.170514307493499,0.400373591126347,0.219517821617788,1.64544767295475,1.2450740818284,0.166019433096215,0.158001345339306,0.335645617085317,0.217539724938449,1.78910107436957,1.45345545728425,0.157980435904864,0.158932604821792
"15",15,-0.950921052631579,0.413157894736842,0.457051509769094,1.94910505836576,0.924682926829268,0.8799381077615,0.199111106350321,1.84561904761905,0.965680939857548,0.152904598256358,0.159170280819094,0.601853548236144,0.215655555199719,1.84561904761905,1.2437654993829,0.152904598256358,0.167539040291954,0.6632451081957,0.21769621047442,1.94758367893135,1.28433857073565,0.15648542815655,0.164831215231934,0.51394241689097,0.216297356513831,2.05270399793267,1.5387615810417,0.158423984001076,0.157010686387508
"16",16,-1.00341232227488,0.438243243243243,0.386649214659686,1.97764925373134,0.893650416171225,0.926043002308749,0.19552390275601,1.92483568075117,0.998792678442425,0.145886072272721,0.151679013983774,0.88679191245625,0.20340302347708,1.92483568075117,1.03804376829492,0.145886072272721,0.153596338285716,0.642882184888539,0.213145143143782,1.91113726462521,1.26825507973667,0.154947484066047,0.157717167892012,0.692158769413473,0.214169759475044,2.10060342920151,1.40844465978803,0.154336607194871,0.156506130858191
"17",17,-1.56217391304348,1.08807947019868,0.319158878504673,1.58105633802817,0.756739926739927,0.729330178224294,0.184621904368552,1.66700483091787,0.937674652693581,0.142280904699629,0.141072438920277,0.681681856512791,0.195163589952453,1.66700483091787,0.985322974405084,0.142280904699629,0.14464146262829,0.445638234959897,0.205260514959004,1.66238469221494,1.21674645725505,0.155473590216159,0.147719700946584,0.475575618151223,0.206154428853749,1.84759898618821,1.37202336803699,0.149283630046372,0.150651207536978
"18",18,-1.4137037037037,0.127537313432836,0.22165725047081,1.94916981132075,0.79677135678392,0.632216762204239,0.194721242333013,1.76037037037037,1.12815360816613,0.146248816895615,0.147944807501772,0.518279808991033,0.214543134935748,1.76037037037037,1.24209056137934,0.146248816895615,0.172004717570275,0.408192958976351,0.211997642538033,1.76091853083691,1.35272557186056,0.154455957134018,0.154598292978345,0.387487142842932,0.210935029755963,1.88627093041743,1.4987837875745,0.148496768024603,0.156600157530098
"19",19,-1.0653125,0.390275862068965,0.469412751677852,1.60059574468085,0.789302045728039,0.513141246054887,0.190879815847411,1.65092636579572,1.13778511974084,0.132901565284882,0.153353614939115,0.39842285043281,0.198822924132159,1.65092636579572,1.25250351536291,0.132901565284882,0.163767431952475,0.276687577696386,0.208160071657689,1.70027017988295,1.42358260218657,0.144379688022302,0.157584852794645,0.174387441286743,0.202758694107874,1.7982950262984,1.62390758501166,0.139158474789196,0.15342961885552
"20",20,-0.856138211382114,0.545923566878981,0.517490842490842,1.67561752988048,0.882220828105395,0.564268835744685,0.192224078901394,1.78047493403694,1.21620609829225,0.149097256433602,0.144727998292603,0.425920686405612,0.219617448308925,1.78047493403694,1.35455424763133,0.149097256433602,0.178651515889631,0.320660852019295,0.213609311624195,1.78071140259505,1.46005055057575,0.158654731364228,0.152973940370887,0.416797670488231,0.210621715415945,1.97656011342697,1.55976244293874,0.153197843683963,0.1523477669744
